# ChampSim Tracer implicit-operand assertion table — riscv64
# Expectations derived from the Sail RISC-V model; see docs/validator.rst (features.implicit_operands) for provenance and method.
# Generated by tools/implicit_audit.py --mode regenerate; the source / disposition / justification columns are written by hand and carried forward.
# probes 146  rows 593  MISS-BOTH 229  MISS-BOUNDARY 4  NOT-MODELLED 122  OK 238
family	hex	asm	kind	operand	source	expect	weight	disposition	justification
rvv_fixedpoint_saturate	d7b021ba	vnclipu.wi v1,v2,3	WRITE	vxsat	SAIL+QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
rvv_fixedpoint_saturate	d7b021be	vnclip.wi v1,v2,3	READ	<tied-dst>	SAIL+QEMU	MISS-BOTH	0	modelling-decision	the tail/mask-undisturbed vd read is NOT encoding-decidable: it depends on vtype.vta, vtype.vma and vl versus VLMAX, all written by an earlier vsetvl, so a per-opcode template cannot decide it without carrying vtype in the template key (Sail records the same caveat)
rvv_fixedpoint_saturate	d7b021be	vnclip.wi v1,v2,3	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_fixedpoint_saturate	d7b021be	vnclip.wi v1,v2,3	READ	vxrm	SAIL+QEMU	MISS-BOTH	0	fix	the fixed-point rounding mode is an input in the same sense as frm, and vl/vtype prove the boundary can name a vector CSR
rvv_fixedpoint_saturate	d7b021be	vnclip.wi v1,v2,3	READ	vxsat	SAIL+QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
rvv_fixedpoint_saturate	d7b021be	vnclip.wi v1,v2,3	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_fixedpoint_saturate	d7b021be	vnclip.wi v1,v2,3	WRITE	vxsat	SAIL+QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
rvv_fp_rounding	d7902102	vfadd.vv v1,v2,v3	READ	<tied-dst>	SAIL+QEMU	MISS-BOTH	0	modelling-decision	the tail/mask-undisturbed vd read is NOT encoding-decidable: it depends on vtype.vta, vtype.vma and vl versus VLMAX, all written by an earlier vsetvl, so a per-opcode template cannot decide it without carrying vtype in the template key (Sail records the same caveat)
rvv_fp_rounding	d7902102	vfadd.vv v1,v2,v3	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_fp_rounding	d7902102	vfadd.vv v1,v2,v3	WRITE	fflags	SAIL+QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
rvv_fp_rounding	d7902102	vfadd.vv v1,v2,v3	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_fp_rounding	d7902106	vfredusum.vs v1,v2,v3	READ	<tied-dst>	SAIL+QEMU	MISS-BOTH	0	modelling-decision	the tail/mask-undisturbed vd read is NOT encoding-decidable: it depends on vtype.vta, vtype.vma and vl versus VLMAX, all written by an earlier vsetvl, so a per-opcode template cannot decide it without carrying vtype in the template key (Sail records the same caveat)
rvv_fp_rounding	d7902106	vfredusum.vs v1,v2,v3	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_fp_rounding	d7902106	vfredusum.vs v1,v2,v3	WRITE	fflags	SAIL+QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
rvv_fp_rounding	d7902106	vfredusum.vs v1,v2,v3	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_fp_rounding	d790210e	vfredosum.vs v1,v2,v3	READ	<tied-dst>	SAIL+QEMU	MISS-BOTH	0	modelling-decision	the tail/mask-undisturbed vd read is NOT encoding-decidable: it depends on vtype.vta, vtype.vma and vl versus VLMAX, all written by an earlier vsetvl, so a per-opcode template cannot decide it without carrying vtype in the template key (Sail records the same caveat)
rvv_fp_rounding	d790210e	vfredosum.vs v1,v2,v3	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_fp_rounding	d790210e	vfredosum.vs v1,v2,v3	WRITE	fflags	SAIL+QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
rvv_fp_rounding	d790210e	vfredosum.vs v1,v2,v3	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_scalar_move	57151042	vfmv.f.s f10,v1	READ	vstart	SAIL	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_scalar_move	57151042	vfmv.f.s f10,v1	WRITE	vstart	SAIL	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_scalar_move	d7500542	vfmv.s.f v1,f10	READ	vstart	SAIL	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_scalar_move	d7500542	vfmv.s.f v1,f10	WRITE	vstart	SAIL	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_scalar_move	d7600542	vmv.s.x v1,x10	READ	vstart	SAIL	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_scalar_move	d7600542	vmv.s.x v1,x10	WRITE	vstart	SAIL	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_never_masklogic	d7a02166	vmand.mm v1,v2,v3	READ	vstart	SAIL	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_never_masklogic	d7a02166	vmand.mm v1,v2,v3	WRITE	vstart	SAIL	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_never_vcompress	d7a0215e	vcompress.vm v1,v2,v3	READ	<tied-dst>	SAIL	MISS-BOTH	0	modelling-decision	the tail/mask-undisturbed vd read is NOT encoding-decidable: it depends on vtype.vta, vtype.vma and vl versus VLMAX, all written by an earlier vsetvl, so a per-opcode template cannot decide it without carrying vtype in the template key (Sail records the same caveat)
rvv_v0_never_vcompress	d7a0215e	vcompress.vm v1,v2,v3	READ	vstart	SAIL	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_never_vcompress	d7a0215e	vcompress.vm v1,v2,v3	WRITE	vstart	SAIL	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_none_carryout	d7802146	vmadc.vv v1,v2,v3	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_none_carryout	d7802146	vmadc.vv v1,v2,v3	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_none_carryout	d780214e	vmsbc.vv v1,v2,v3	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_none_carryout	d780214e	vmsbc.vv v1,v2,v3	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_uncond_carry	d7402540	vadc.vxm v1,v2,x10,v0	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_uncond_carry	d7402540	vadc.vxm v1,v2,x10,v0	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_uncond_carry	d7402548	vsbc.vxm v1,v2,x10,v0	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_uncond_carry	d7402548	vsbc.vxm v1,v2,x10,v0	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_uncond_carry	d7802140	vadc.vvm v1,v2,v3,v0	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_uncond_carry	d7802140	vadc.vvm v1,v2,v3,v0	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_uncond_carry	d7802148	vsbc.vvm v1,v2,v3,v0	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_uncond_carry	d7802148	vsbc.vvm v1,v2,v3,v0	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_uncond_carry	d7b02240	vadc.vim v1,v2,5,v0	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_uncond_carry	d7b02240	vadc.vim v1,v2,5,v0	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_uncond_carryout	d7402544	vmadc.vxm v1,v2,x10,v0	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_uncond_carryout	d7402544	vmadc.vxm v1,v2,x10,v0	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_uncond_carryout	d740254c	vmsbc.vxm v1,v2,x10,v0	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_uncond_carryout	d740254c	vmsbc.vxm v1,v2,x10,v0	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_uncond_carryout	d7802144	vmadc.vvm v1,v2,v3,v0	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_uncond_carryout	d7802144	vmadc.vvm v1,v2,v3,v0	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_uncond_carryout	d780214c	vmsbc.vvm v1,v2,v3,v0	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_uncond_carryout	d780214c	vmsbc.vvm v1,v2,v3,v0	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_uncond_carryout	d7b02244	vmadc.vim v1,v2,5,v0	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_uncond_carryout	d7b02244	vmadc.vim v1,v2,5,v0	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_uncond_merge	d740255c	vmerge.vxm v1,v2,x10,v0	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_uncond_merge	d740255c	vmerge.vxm v1,v2,x10,v0	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_uncond_merge	d7b0225c	vmerge.vim v1,v2,5,v0	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_uncond_merge	d7b0225c	vmerge.vim v1,v2,5,v0	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_vm0_arith	d7402500	vadd.vx v1,v2,x10,v0.t	READ	<tied-dst>	SAIL+QEMU	MISS-BOTH	0	modelling-decision	the tail/mask-undisturbed vd read is NOT encoding-decidable: it depends on vtype.vta, vtype.vma and vl versus VLMAX, all written by an earlier vsetvl, so a per-opcode template cannot decide it without carrying vtype in the template key (Sail records the same caveat)
rvv_v0_vm0_arith	d7402500	vadd.vx v1,v2,x10,v0.t	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_vm0_arith	d7402500	vadd.vx v1,v2,x10,v0.t	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_vm0_arith	d7802100	vadd.vv v1,v2,v3,v0.t	READ	<tied-dst>	SAIL+QEMU	MISS-BOTH	0	modelling-decision	the tail/mask-undisturbed vd read is NOT encoding-decidable: it depends on vtype.vta, vtype.vma and vl versus VLMAX, all written by an earlier vsetvl, so a per-opcode template cannot decide it without carrying vtype in the template key (Sail records the same caveat)
rvv_v0_vm0_arith	d7802100	vadd.vv v1,v2,v3,v0.t	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_vm0_arith	d7802100	vadd.vv v1,v2,v3,v0.t	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_vm0_arith	d7902100	vfadd.vv v1,v2,v3,v0.t	READ	<tied-dst>	SAIL+QEMU	MISS-BOTH	0	modelling-decision	the tail/mask-undisturbed vd read is NOT encoding-decidable: it depends on vtype.vta, vtype.vma and vl versus VLMAX, all written by an earlier vsetvl, so a per-opcode template cannot decide it without carrying vtype in the template key (Sail records the same caveat)
rvv_v0_vm0_arith	d7902100	vfadd.vv v1,v2,v3,v0.t	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_vm0_arith	d7902100	vfadd.vv v1,v2,v3,v0.t	WRITE	fflags	SAIL+QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
rvv_v0_vm0_arith	d7902100	vfadd.vv v1,v2,v3,v0.t	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_vm0_ldst	87700500	vle64.v v1,(x10),v0.t	READ	<tied-dst>	SAIL+QEMU	MISS-BOTH	0	modelling-decision	the tail/mask-undisturbed vd read is NOT encoding-decidable: it depends on vtype.vta, vtype.vma and vl versus VLMAX, all written by an earlier vsetvl, so a per-opcode template cannot decide it without carrying vtype in the template key (Sail records the same caveat)
rvv_v0_vm0_ldst	87700500	vle64.v v1,(x10),v0.t	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_vm0_ldst	87700500	vle64.v v1,(x10),v0.t	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_vm0_ldst	87704504	vluxei64.v v1,(x10),v4,v0.t	READ	<tied-dst>	SAIL+QEMU	MISS-BOTH	0	modelling-decision	the tail/mask-undisturbed vd read is NOT encoding-decidable: it depends on vtype.vta, vtype.vma and vl versus VLMAX, all written by an earlier vsetvl, so a per-opcode template cannot decide it without carrying vtype in the template key (Sail records the same caveat)
rvv_v0_vm0_ldst	87704504	vluxei64.v v1,(x10),v4,v0.t	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_vm0_ldst	87704504	vluxei64.v v1,(x10),v4,v0.t	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_vm0_ldst	8770b508	vlse64.v v1,(x10),x11,v0.t	READ	<tied-dst>	SAIL+QEMU	MISS-BOTH	0	modelling-decision	the tail/mask-undisturbed vd read is NOT encoding-decidable: it depends on vtype.vta, vtype.vma and vl versus VLMAX, all written by an earlier vsetvl, so a per-opcode template cannot decide it without carrying vtype in the template key (Sail records the same caveat)
rvv_v0_vm0_ldst	8770b508	vlse64.v v1,(x10),x11,v0.t	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_vm0_ldst	8770b508	vlse64.v v1,(x10),x11,v0.t	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_vm0_ldst	a7700500	vse64.v v1,(x10),v0.t	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_vm0_ldst	a7700500	vse64.v v1,(x10),v0.t	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_vm0_red	d7a02100	vredsum.vs v1,v2,v3,v0.t	READ	<tied-dst>	SAIL	MISS-BOTH	0	modelling-decision	the tail/mask-undisturbed vd read is NOT encoding-decidable: it depends on vtype.vta, vtype.vma and vl versus VLMAX, all written by an earlier vsetvl, so a per-opcode template cannot decide it without carrying vtype in the template key (Sail records the same caveat)
rvv_v0_vm0_red	d7a02100	vredsum.vs v1,v2,v3,v0.t	READ	vstart	SAIL	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_v0_vm0_red	d7a02100	vredsum.vs v1,v2,v3,v0.t	WRITE	vstart	SAIL	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vd_policy_masktail	d7a02052	vmsbf.m v1,v2	READ	vstart	SAIL	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vd_policy_masktail	d7a02052	vmsbf.m v1,v2	WRITE	vstart	SAIL	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vd_tied_accumulate	5764a5b6	vmacc.vx v8,x10,v10	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vd_tied_accumulate	5764a5b6	vmacc.vx v8,x10,v10	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vd_tied_accumulate	5764a5f2	vwmaccu.vx v8,x10,v10	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vd_tied_accumulate	5764a5f2	vwmaccu.vx v8,x10,v10	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vd_tied_accumulate	5764a5fa	vwmaccus.vx v8,x10,v10	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vd_tied_accumulate	5764a5fa	vwmaccus.vx v8,x10,v10	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vd_tied_accumulate	57a4a4a6	vmadd.vv v8,v9,v10	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vd_tied_accumulate	57a4a4a6	vmadd.vv v8,v9,v10	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vd_tied_accumulate	57a4a4ae	vnmsub.vv v8,v9,v10	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vd_tied_accumulate	57a4a4ae	vnmsub.vv v8,v9,v10	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
