# ChampSim Tracer implicit-operand assertion table — aarch64
# Expectations derived from Arm's Machine Readable Architecture (A64 ISA XML); see docs/validator.rst (features.implicit_operands) for provenance and method.
# Generated by tools/implicit_audit.py --mode regenerate; the source / disposition / justification columns are written by hand and carried forward.
# probes 169  rows 320  MISS-BOTH 61  MISS-BOUNDARY 9  MISS-STRUCTURAL 11  NOT-MODELLED 27  OK 212
family	hex	asm	kind	operand	source	expect	weight	disposition	justification
mops_setp	2004c219	setp [x0]!, x1!, x2	WRITE	x0	MRA	OK	1724716	-	-
mops_setp	2004c219	setp [x0]!, x1!, x2	WRITE	x1	MRA	OK	1724716	-	-
sve_ptrue	e0e31825	ptrue p0.b	-	-	MRA+QEMU	OK	1065026	-	-
ldr_wb	208c40f8	ldr x0, [x1, #8]!	WRITE	<base-wb>	MRA	OK	936812	-	-
mte_ldg	200060d9	ldg x0, [x1]	READ	<tied-dst>	MRA+QEMU	OK	590092	-	-
ccmn_imm	201843ba	ccmn x1, #0x3, #0x0, ne	READ	nzcv	MRA	OK	273154	-	-
ccmn_imm	201843ba	ccmn x1, #0x3, #0x0, ne	WRITE	nzcv	MRA	OK	273154	-	-
mte_stg	200820d9	stg x0, [x1]	-	-	MRA+QEMU	OK	214400	-	-
fp_fccmp	0004611e	fccmp d0, d1, #0x0, eq	READ	nzcv	MRA	OK	123960	-	-
fp_fccmp	0004611e	fccmp d0, d1, #0x0, eq	WRITE	nzcv	MRA	OK	123960	-	-
bics	200022ea	bics x0, x1, x2	WRITE	nzcv	MRA	OK	94934	-	-
bfm_bfi	201c7cb3	bfi x0, x1, #4, #8	READ	<tied-dst>	MRA	OK	74484	-	-
mte_st2g	2008a0d9	st2g x0, [x1]	-	-	MRA	OK	64058	-	-
neg_sbfx	202c4493	sbfx x0, x1, #4, #8	-	-	MRA	OK	14662	-	-
fp_fadd	2028621e	fadd d0, d1, d2	READ	fpcr	MRA	OK	10784	-	-
fp_scvtf	0000629e	scvtf d0, x0	READ	fpcr	MRA	OK	9588	-	-
fp_fcvtzs	0000781e	fcvtzs w0, d0	READ	fpcr	MRA	OK	1636	-	-
fp_fcmp	0020611e	fcmp d0, d1	READ	fpcr	MRA	OK	1392	-	-
fp_fcmp	0020611e	fcmp d0, d1	WRITE	nzcv	MRA	OK	1392	-	-
csneg_cneg	201481da	cneg x0, x1, eq	READ	nzcv	MRA	OK	496	-	-
ldadd	410020f8	ldadd x0, x1, [x2]	-	-	MRA	OK	68	-	-
fp_fcsel	200c621e	fcsel d0, d1, d2, eq	READ	nzcv	MRA	OK	38	-	-
pac_paciasp	3f2303d5	paciasp	READ	sp	MRA	OK	12	-	-
pac_paciasp	3f2303d5	paciasp	READ	x30	MRA	OK	12	-	-
pac_paciasp	3f2303d5	paciasp	WRITE	x30	MRA	OK	12	-	-
sve_whilelo	001ce125	whilelo p0.d, x0, x1	WRITE	nzcv	MRA	OK	10	-	-
adc	2000029a	adc x0, x1, x2	READ	nzcv	MRA	OK	0	-	-
adcs	200002ba	adcs x0, x1, x2	READ	nzcv	MRA	OK	0	-	-
adcs	200002ba	adcs x0, x1, x2	WRITE	nzcv	MRA	OK	0	-	-
bc_cond	10000054	bc.eq 2c <_start+0x2c>	READ	nzcv	MRA	OK	0	-	-
blraa	a6083fd7	blraa x5, x6	WRITE	x30	MRA	OK	0	-	-
cas	417ca0c8	cas x0, x1, [x2]	READ	<tied-dst>	MRA+QEMU	OK	0	-	-
cas_al	41fce0c8	casal x0, x1, [x2]	READ	<tied-dst>	MRA	OK	0	-	-
casp	827c2048	casp x0, x1, x2, x3, [x4]	READ	<tied-dst>	MRA+QEMU	OK	0	-	-
chk_chkfeat	1f2503d5	chkfeat x16	READ	x16	MRA	OK	0	-	-
chk_chkfeat	1f2503d5	chkfeat x16	WRITE	x16	MRA	OK	0	-	-
eretaa	ff0b9fd6	eretaa	READ	sp	MRA	OK	0	-	-
flagm_axflag	5f4000d5	axflag	READ	nzcv	MRA	OK	0	-	-
flagm_axflag	5f4000d5	axflag	WRITE	nzcv	MRA	OK	0	-	-
flagm_cfinv	1f4000d5	cfinv	READ	nzcv	MRA	OK	0	-	-
flagm_cfinv	1f4000d5	cfinv	WRITE	nzcv	MRA	OK	0	-	-
flagm_rmif	0f8400ba	rmif x0, #1, #15	READ	nzcv	MRA+QEMU	OK	0	-	-
flagm_rmif	0f8400ba	rmif x0, #1, #15	WRITE	nzcv	MRA+QEMU	OK	0	-	-
flagm_setf8	0d08003a	setf8 w0	WRITE	nzcv	MRA	OK	0	-	-
flagm_xaflag	3f4000d5	xaflag	READ	nzcv	MRA	OK	0	-	-
flagm_xaflag	3f4000d5	xaflag	WRITE	nzcv	MRA	OK	0	-	-
fp_fjcvtzs	00007e1e	fjcvtzs w0, d0	READ	fpcr	MRA+QEMU	OK	0	-	-
fp_fjcvtzs	00007e1e	fjcvtzs w0, d0	WRITE	nzcv	MRA+QEMU	OK	0	-	-
fp_fmadd	200c421f	fmadd d0, d1, d2, d3	READ	fpcr	MRA	OK	0	-	-
fp_frinta	2040661e	frinta d0, d1	READ	fpcr	MRA	OK	0	-	-
fp_nep_2src_fsub	2038621e	fsub d0, d1, d2	READ	fpcr	MRA	OK	0	-	-
ldapr	20c0bff8	ldapr x0, [x1]	-	-	MRA	OK	0	-	-
ldsetal	4130e0f8	ldsetal x0, x1, [x2]	-	-	MRA	OK	0	-	-
ldsmax	414020f8	ldsmax x0, x1, [x2]	-	-	MRA	OK	0	-	-
lse128_swpp	40802119	swpp x0, x1, [x2]	READ	<tied-dst>	MRA	OK	0	-	-
mops_setgp	2004c21d	setgp [x0]!, x1!, x2	READ	<tied-dst>	MRA	OK	0	-	-
mops_setgp	2004c21d	setgp [x0]!, x1!, x2	WRITE	nzcv	MRA	OK	0	-	-
mops_setgp	2004c21d	setgp [x0]!, x1!, x2	WRITE	x0	MRA	OK	0	-	-
mops_setgp	2004c21d	setgp [x0]!, x1!, x2	WRITE	x1	MRA	OK	0	-	-
mte_gmi	2014c29a	gmi x0, x1, x2	-	-	MRA	OK	0	-	-
mte_stg_sp	ff0b20d9	stg sp, [sp]	READ	sp	MRA	OK	0	-	-
mte_stgp	40040069	stgp x0, x1, [x2]	-	-	MRA	OK	0	-	-
mte_subps	2000c2ba	subps x0, x1, x2	WRITE	nzcv	MRA+QEMU	OK	0	-	-
pac_autia1716	9f2103d5	autia1716	READ	x16	MRA	OK	0	-	-
pac_autia1716	9f2103d5	autia1716	READ	x17	MRA	OK	0	-	-
pac_autia1716	9f2103d5	autia1716	WRITE	x17	MRA	OK	0	-	-
pac_autiasp	bf2303d5	autiasp	READ	sp	MRA	OK	0	-	-
pac_autiasp	bf2303d5	autiasp	READ	x30	MRA	OK	0	-	-
pac_autiasp	bf2303d5	autiasp	WRITE	x30	MRA	OK	0	-	-
pac_pacia	2000c1da	pacia x0, x1	READ	<tied-dst>	MRA	OK	0	-	-
pac_pacia1716	1f2103d5	pacia1716	READ	x16	MRA	OK	0	-	-
pac_pacia1716	1f2103d5	pacia1716	READ	x17	MRA	OK	0	-	-
pac_pacia1716	1f2103d5	pacia1716	WRITE	x17	MRA	OK	0	-	-
pac_pacia_sp	e003c1da	pacia x0, sp	READ	<tied-dst>	MRA	OK	0	-	-
pac_pacia_sp	e003c1da	pacia x0, sp	READ	sp	MRA	OK	0	-	-
pac_paciaz	1f2303d5	paciaz	READ	x30	MRA	OK	0	-	-
pac_paciaz	1f2303d5	paciaz	WRITE	x30	MRA	OK	0	-	-
pac_xpaci	e043c1da	xpaci x0	READ	<tied-dst>	MRA	OK	0	-	-
pac_xpaclri	ff2003d5	xpaclri	READ	x30	MRA+QEMU	OK	0	-	-
pac_xpaclri	ff2003d5	xpaclri	WRITE	x30	MRA+QEMU	OK	0	-	-
rcw_rcwcas	41082019	rcwcas x0, x1, [x2]	READ	<tied-dst>	MRA	OK	0	-	-
rcw_rcwcas	41082019	rcwcas x0, x1, [x2]	WRITE	nzcv	MRA	OK	0	-	-
rcw_rcwswp	41a02038	rcwswp x0, x1, [x2]	WRITE	nzcv	MRA	OK	0	-	-
retaa	ff0b5fd6	retaa	READ	sp	MRA	OK	0	-	-
retaa	ff0b5fd6	retaa	READ	x30	MRA	OK	0	-	-
retab	ff0f5fd6	retab	READ	sp	MRA	OK	0	-	-
retab	ff0f5fd6	retab	READ	x30	MRA	OK	0	-	-
sbc	200002da	sbc x0, x1, x2	READ	nzcv	MRA	OK	0	-	-
sbcs	200002fa	sbcs x0, x1, x2	READ	nzcv	MRA	OK	0	-	-
sbcs	200002fa	sbcs x0, x1, x2	WRITE	nzcv	MRA	OK	0	-	-
simd_fmla	20cc224e	fmla v0.4s, v1.4s, v2.4s	READ	<tied-dst>	MRA	OK	0	-	-
simd_fmla	20cc224e	fmla v0.4s, v1.4s, v2.4s	READ	fpcr	MRA	OK	0	-	-
simd_ins_elt	20040c6e	mov v0.s[1], v1.s[0]	READ	<tied-dst>	MRA	OK	0	-	-
simd_mla	2094a24e	mla v0.4s, v1.4s, v2.4s	READ	<tied-dst>	MRA	OK	0	-	-
sme_addha	002090c0	addha za0.s, p0/m, p1/m, z0.s	READ	p0	MRA	OK	0	-	-
sme_addha	002090c0	addha za0.s, p0/m, p1/m, z0.s	READ	p1	MRA	OK	0	-	-
sme_luti2	2000ccc0	luti2 z0.b, zt0, z1[0]	READ	zt0	MRA	OK	0	-	-
sme_mova_za	000080c0	mov za0h.s[w12, 0], p0/m, z0.s	READ	p0	MRA	OK	0	-	-
sme_movt_zt	e0034ec0	movt zt0[0], x0	WRITE	zt0	MRA	OK	0	-	-
stlr_sp	e0ff9fc8	stlr x0, [sp]	READ	sp	MRA	OK	0	-	-
subs_sp	e04300f1	subs x0, sp, #0x10	READ	sp	MRA	OK	0	-	-
subs_sp	e04300f1	subs x0, sp, #0x10	WRITE	nzcv	MRA	OK	0	-	-
sve_abs_merge	20a09604	abs z0.s, p0/m, z1.s	READ	<tied-dst>	MRA	OK	0	-	-
sve_abs_merge	20a09604	abs z0.s, p0/m, z1.s	READ	p0	MRA	OK	0	-	-
sve_add_pred	20008004	add z0.s, p0/m, z0.s, z1.s	READ	p0	MRA	OK	0	-	-
sve_addvl	20502104	addvl x0, x1, #1	-	-	MRA	OK	0	-	-
sve_addvl_sp	ff573f04	addvl sp, sp, #-1	READ	sp	MRA	OK	0	-	-
sve_addvl_sp	ff573f04	addvl sp, sp, #-1	WRITE	sp	MRA	OK	0	-	-
sve_brka	40441025	brka p0.b, p1/z, p2.b	READ	p1	MRA	OK	0	-	-
sve_brkas	40445025	brkas p0.b, p1/z, p2.b	READ	p1	MRA	OK	0	-	-
sve_brkas	40445025	brkas p0.b, p1/z, p2.b	WRITE	nzcv	MRA	OK	0	-	-
sve_brkn	40441825	brkn p0.b, p1/z, p2.b, p0.b	READ	<tied-dst>	MRA	OK	0	-	-
sve_brkn	40441825	brkn p0.b, p1/z, p2.b, p0.b	READ	p1	MRA	OK	0	-	-
sve_clasta	2080a805	clasta z0.s, p0, z0.s, z1.s	READ	<tied-dst>	MRA	OK	0	-	-
sve_clasta	2080a805	clasta z0.s, p0, z0.s, z1.s	READ	p0	MRA	OK	0	-	-
sve_cmpeq	20a48224	cmpeq p0.s, p1/z, z1.s, z2.s	READ	p1	MRA	OK	0	-	-
sve_cmpeq	20a48224	cmpeq p0.s, p1/z, z1.s, z2.s	WRITE	nzcv	MRA	OK	0	-	-
sve_cntp	20802025	cntp x0, p0, p1.b	READ	p0	MRA	OK	0	-	-
sve_cntp	20802025	cntp x0, p0, p1.b	READ	p1	MRA	OK	0	-	-
sve_ctermeq	0020e125	ctermeq x0, x1	WRITE	nzcv	MRA	OK	0	-	-
sve_fadda	2020d865	fadda d0, p0, d0, z1.d	READ	<tied-dst>	MRA	OK	0	-	-
sve_fadda	2020d865	fadda d0, p0, d0, z1.d	READ	p0	MRA	OK	0	-	-
sve_incb	e0e33004	incb x0	READ	<tied-dst>	MRA	OK	0	-	-
sve_incd_pred	00882c25	incp x0, p0.b	READ	<tied-dst>	MRA	OK	0	-	-
sve_incd_pred	00882c25	incp x0, p0.b	READ	p0	MRA	OK	0	-	-
sve_ldff1b	006001a4	ldff1b {z0.b}, p0/z, [x0, x1]	READ	ffr	MRA	OK	0	-	-
sve_ldff1b	006001a4	ldff1b {z0.b}, p0/z, [x0, x1]	READ	p0	MRA	OK	0	-	-
sve_ldff1b	006001a4	ldff1b {z0.b}, p0/z, [x0, x1]	WRITE	ffr	MRA	OK	0	-	-
sve_ldnf1b	00a010a4	ldnf1b {z0.b}, p0/z, [x0]	READ	ffr	MRA	OK	0	-	-
sve_ldnf1b	00a010a4	ldnf1b {z0.b}, p0/z, [x0]	READ	p0	MRA	OK	0	-	-
sve_ldnf1b	00a010a4	ldnf1b {z0.b}, p0/z, [x0]	WRITE	ffr	MRA	OK	0	-	-
sve_mla	20408204	mla z0.s, p0/m, z1.s, z2.s	READ	<tied-dst>	MRA	OK	0	-	-
sve_mla	20408204	mla z0.s, p0/m, z1.s, z2.s	READ	p0	MRA	OK	0	-	-
sve_movprfx_m	20209104	movprfx z0.s, p0/m, z1.s	READ	<tied-dst>	MRA+QEMU	OK	0	-	-
sve_movprfx_m	20209104	movprfx z0.s, p0/m, z1.s	READ	p0	MRA+QEMU	OK	0	-	-
sve_movprfx_z	20bc2004	movprfx z0, z1	-	-	MRA	OK	0	-	-
sve_pfirst	20c05825	pfirst p0.b, p1, p0.b	READ	<tied-dst>	MRA	OK	0	-	-
sve_pfirst	20c05825	pfirst p0.b, p1, p0.b	READ	p1	MRA	OK	0	-	-
sve_pfirst	20c05825	pfirst p0.b, p1, p0.b	WRITE	nzcv	MRA	OK	0	-	-
sve_pnext	20c41925	pnext p0.b, p1, p0.b	READ	<tied-dst>	MRA	OK	0	-	-
sve_pnext	20c41925	pnext p0.b, p1, p0.b	READ	p1	MRA	OK	0	-	-
sve_pnext	20c41925	pnext p0.b, p1, p0.b	WRITE	nzcv	MRA	OK	0	-	-
sve_pred_logic	40440325	and p0.b, p1/z, p2.b, p3.b	READ	p1	MRA	OK	0	-	-
sve_pred_logic_s	40444325	ands p0.b, p1/z, p2.b, p3.b	READ	p1	MRA+QEMU	OK	0	-	-
sve_pred_logic_s	40444325	ands p0.b, p1/z, p2.b, p3.b	WRITE	nzcv	MRA+QEMU	OK	0	-	-
sve_ptest	20c05025	ptest p0, p1.b	READ	p0	MRA+QEMU	OK	0	-	-
sve_ptest	20c05025	ptest p0, p1.b	READ	p1	MRA+QEMU	OK	0	-	-
sve_ptest	20c05025	ptest p0, p1.b	WRITE	nzcv	MRA+QEMU	OK	0	-	-
sve_ptrues	e0e31925	ptrues p0.b	WRITE	nzcv	MRA+QEMU	OK	0	-	-
sve_rdffr	00f01925	rdffr p0.b	READ	ffr	MRA	OK	0	-	-
sve_rdffrs	20f05825	rdffrs p0.b, p1/z	READ	ffr	MRA	OK	0	-	-
sve_rdffrs	20f05825	rdffrs p0.b, p1/z	READ	p1	MRA	OK	0	-	-
sve_rdffrs	20f05825	rdffrs p0.b, p1/z	WRITE	nzcv	MRA	OK	0	-	-
sve_setffr	00902c25	setffr	WRITE	ffr	MRA	OK	0	-	-
sve_sqincb	e0f32004	sqincb x0, w0	READ	<tied-dst>	MRA	OK	0	-	-
sve_whilelt	0014a125	whilelt p0.s, x0, x1	WRITE	nzcv	MRA	OK	0	-	-
sve_whilerw	1030e125	whilerw p0.d, x0, x1	WRITE	nzcv	MRA	OK	0	-	-
sve_wrffr	00902825	wrffr p0.b	WRITE	ffr	MRA	OK	0	-	-
swp	418020f8	swp x0, x1, [x2]	-	-	MRA	OK	0	-	-
